billnum,billitem,material,qty,netval,tax,rpa_sat,calday
906939537,2,2035382003,2,78.33,15.67,94.00,2021-01-28
906957746,8,2028558001,1,174.17,34.83,209.00,2021-02-01
906991577,10,8000000214,1,33.33,6.67,40.00,2021-01-31
900688648,4,20776,1,9.17,1.83,11.00,2021-01-14
901120269,1,1000021825,1,66.67,13.33,80.00,2021-02-14
906673951,4,2036013001,2,148.33,29.67,178.00,2021-01-20
907143094,3,108027395,1,3727.27,372.73,4100.00,2021-02-13
907320985,2,19067,1,55.00,11.00,66.00,2021-02-16
900464756,1,7000009745,1,80.83,16.17,97.00,2021-01-02
900737721,3,897857,1,70.00,7.00,77.00,2021-01-08
900903104,1,108298849,1,397.50,79.50,477.00,2021-01-29
900904577,1,107543048,1,401.67,80.33,482.00,2021-01-29
900966484,1,617998,3,125.00,25.00,150.00,2021-02-05
901073865,4,32204,4,261.82,26.18,288.00,2021-02-15
901155215,1,2031964001,1,167.27,16.73,184.00,2021-02-20
906297565,8,2034885006,1,3435.00,687.00,4122.00,2021-01-07
906301172,3,41600,1,36.67,7.33,44.00,2021-01-06
906526279,1,2038104005,1,38.18,3.82,42.00,2021-01-10
907345176,1,2034704006,1,25.00,5.00,30.00,2021-02-20
907478223,1,1000065939,1,328.33,65.67,394.00,2021-02-23
900677607,3,20858,1,38.18,3.82,42.00,2021-01-12
906534715,12,2037766002,1,20.83,4.17,25.00,2021-01-12
906770206,2,2034806003,1,50.00,5.00,55.00,2021-01-20
907013795,8,57038,1,1.82,0.18,2.00,2021-02-01
907435471,12,1000038523,3,4625.00,925.00,5550.00,2021-02-21
901083157,1,646,1,427.27,42.73,470.00,2021-02-12
906140024,1,2038055004,1,12.73,1.27,14.00,2021-01-01
906602558,7,267435,1,25.00,5.00,30.00,2021-01-11
906693046,4,1000050702,1,646.67,129.33,776.00,2021-01-25
906706404,3,1000038154,1,22.00,4.00,27.00,2021-01-16
906818269,1,2034219002,1,30.83,6.17,37.00,2021-01-26
907336240,8,1000019236,2,821.67,164.33,986.00,2021-02-21
901153803,2,2024934005,1,18.18,1.82,20.00,2021-02-19
906914360,1,1000057845,1,401.67,80.33,482.00,2021-01-28
900719580,11,2029667005,3,65.00,13.00,78.00,2021-01-21
900825463,4,2025487003,1,75.00,15.00,90.00,2021-01-26
906105503,17,2034835001,3,82.50,16.00,99.00,2021-01-02
901152403,2,893138,1,73.33,14.67,88.00,2021-02-18
901247264,9,2028292005,2,111.67,22.33,134.00,2021-02-28
906904235,3,55205,2,576.67,115.33,692.00,2021-01-30
900607047,2,1000029921,1,31.67,6.33,38.00,2021-01-09
900642549,5,1000046756,1,63.33,12.67,76.00,2021-01-13
901180130,2,1000044343,1,26.67,5.33,32.00,2021-02-19
906157173,7,1000067141,1,20.00,4.00,24.00,2021-01-03
900590057,3,2021502002,2,116.67,23.33,140.00,2021-01-07
901070094,2,2030609003,1,89.09,8.91,98.00,2021-02-12
901210333,3,1000042469,1,3455.83,691.17,4147.00,2021-02-23
907282263,15,55446,1,20.83,4.17,25.00,2021-02-13
907487337,6,1000039486,1,303.64,30.36,334.00,2021-02-23
900492433,1,19657,1,769.17,153.83,923.00,2021-01-03
900783126,15,1000008678,2,105.00,21.00,126.00,2021-01-10
900952019,3,30458,1,24.17,4.83,29.00,2021-02-03
901045563,3,2025579007,1,51.67,10.33,62.00,2021-02-09
901066285,1,1000050285,1,0.83,0.17,1.00,2021-02-10
906183824,2,1039491,1,20.00,2.00,22.00,2021-01-01
906219058,1,17589,3,967.50,193.50,1161.00,2021-01-04
900567300,4,20706,1,10.91,1.09,12.00,2021-01-07
900596173,5,108052902,1,76.67,15.33,92.00,2021-01-06
900995117,1,1000036683,1,43.33,8.67,52.00,2021-02-08
901234645,2,1000029547,1,50.00,10.00,60.00,2021-02-28
900554522,10,1000018506,1,89.09,8.91,98.00,2021-01-12
900975448,4,2027528004,3,5.00,1.00,6.00,2021-02-07
906779960,2,1000021629,1,81.82,8.18,90.00,2021-01-22
907487337,4,1000039483,1,249.17,49.83,299.00,2021-02-23
900554810,3,2026990004,1,18.33,3.67,22.00,2021-01-05
900772433,11,1000015320,1,45.83,9.17,55.00,2021-01-19
900795768,2,1000048865,1,18.33,3.67,22.00,2021-01-26
900974907,1,108240794,2,67.27,6.73,74.00,2021-02-02
901155399,5,1000050749,1,50.83,10.17,61.00,2021-02-16
906097965,5,750711,1,34.17,6.83,41.00,2021-01-05
906541568,10,2037167002,1,285.00,57.00,342.00,2021-01-10
906930903,13,2041440006,1,81.67,16.33,98.00,2021-02-01
907532093,1,7000009745,1,80.83,16.17,97.00,2021-02-25
900488999,2,2028398001,3,805.00,161.00,966.00,2021-01-10
900523381,4,1035671,2,148.33,29.67,178.00,2021-02-25
900579254,1,646,1,427.27,42.73,470.00,2021-01-06
900737685,2,7000009745,1,80.83,16.17,97.00,2021-01-04
900858540,13,1000030270,3,102.50,20.00,123.00,2021-01-27
901091310,2,1000010682,1,32.50,6.00,39.00,2021-02-11
900764709,7,1000011993,2,170.91,17.09,188.00,2021-01-20
900820193,3,107645984,1,57.50,11.00,69.00,2021-01-06
901141065,1,7000009745,1,80.83,16.17,97.00,2021-02-22
901181084,1,2025652002,4,50.00,10.00,60.00,2021-02-21
906008415,1,18452,1,43.33,8.67,52.00,2021-01-02
901056351,7,2029530003,3,155.45,15.55,171.00,2021-02-02
901152099,2,108298785,1,65.83,13.17,79.00,2021-02-17
907094948,7,126107,1,64.17,12.83,77.00,2021-02-07
900763491,1,108286848,1,30.00,6.00,36.00,2021-01-02
901006938,1,32204,1,65.45,6.55,72.00,2021-02-08
901192894,2,1000043977,1,30.00,6.00,36.00,2021-02-23
906955653,10,2035716004,1,34.17,6.83,41.00,2021-02-04
900428875,1,106773781,1,288.33,57.67,346.00,2021-01-02
900888471,1,106998729,1,49.17,9.83,59.00,2021-01-07
901180851,1,724391,1,45.83,9.17,55.00,2021-02-18
901201471,9,1000039052,1,125.83,25.17,151.00,2021-02-21
906362827,1,1000048846,1,55.83,11.17,67.00,2021-01-08
900654552,1,1000047482,1,832.50,166.50,999.00,2021-01-11
900884590,11,2032849002,1,63.33,12.67,76.00,2021-02-06
906673951,6,2036028003,2,743.64,74.36,818.00,2021-01-20
906816789,1,7000009745,1,80.83,16.17,97.00,2021-01-23
907502939,17,57038,1,1.82,0.18,2.00,2021-02-24
900896356,6,32204,2,130.91,13.09,144.00,2021-01-29
901288744,6,55439,1,41.67,8.33,50.00,2021-02-28
900661572,1,16951,1,21.67,4.33,26.00,2021-01-11
906730577,3,19380,1,51.67,10.33,62.00,2021-01-18
901189260,2,107823761,1,100.00,20.00,120.00,2021-02-18
907205285,2,7000009745,2,161.67,32.33,194.00,2021-02-11
900927316,2,2028324003,4,113.33,22.67,136.00,2021-02-03
907241068,8,1000050262,1,231.67,46.33,278.00,2021-02-15
900652968,2,7000009745,1,80.83,16.17,97.00,2021-01-12
900799323,2,1000006084,1,82.73,8.27,91.00,2021-01-25
901114022,4,1000042788,1,371.67,74.33,446.00,2021-02-16
906043218,1,2036268003,1,32.73,3.27,36.00,2021-01-02
906498716,14,104908620,1,6.67,1.33,8.00,2021-01-08
906681469,1,2034874004,4,2543.33,508.67,3052.00,2021-01-20
906693046,6,1000050717,1,91.67,18.33,110.00,2021-01-25
906844194,1,7000009745,1,80.83,16.17,97.00,2021-01-27
907315412,1,7000009745,1,80.83,16.17,97.00,2021-02-14
900679189,1,1000039900,1,32.50,6.00,39.00,2021-01-11
906078171,3,1000037381,1,746.67,149.33,896.00,2021-01-05
907165018,5,2037806001,1,50.83,10.17,61.00,2021-02-07
907227037,7,56643,1,68.33,13.67,82.00,2021-02-13
907258881,10,2037460006,1,74.55,7.45,82.00,2021-02-12
906855021,2,2040414001,1,18.33,3.67,22.00,2021-01-25
900527891,5,106756720,1,63.33,12.67,76.00,2021-01-07
900819164,6,1000037458,1,298.33,59.67,358.00,2021-01-26
900938807,2,55145,1,72.50,14.00,87.00,2021-02-01
901079010,7,1000034292,1,75.00,15.00,90.00,2021-02-11
901206684,1,646,1,427.27,42.73,470.00,2021-02-23
906511250,10,55414,4,76.67,15.33,92.00,2021-01-17
906631835,2,2036089001,1,125.83,25.17,151.00,2021-01-15
907002974,4,107781986,1,1125.83,225.17,1351.00,2021-01-31
907431399,10,2035236011,1,399.17,79.83,479.00,2021-02-22
907468379,2,1000027062,4,11716.67,2343.33,14060.00,2021-02-25
900731661,5,2033369005,1,204.17,40.83,245.00,2021-01-17
900737722,1,609080,4,550.00,110.00,660.00,2021-01-09
900752569,17,55480,4,323.33,64.67,388.00,2021-01-24
900941657,10,2030723005,1,45.45,4.55,50.00,2021-02-03
901088254,1,101950128,1,416.67,83.33,500.00,2021-02-18
906686918,1,1000067244,1,56.67,11.33,68.00,2021-01-16
906979107,10,102921679,1,49.17,9.83,59.00,2021-02-02
907277964,7,57040,1,37.50,7.00,45.00,2021-02-15
900487683,8,1000045367,1,73.33,14.67,88.00,2021-01-06
900538750,2,1000019047,1,70.00,14.00,84.00,2021-01-02
900592845,5,7000009745,1,80.83,16.17,97.00,2021-01-10
907052615,2,1000043715,1,55.00,11.00,66.00,2021-02-02
900561187,3,20858,1,38.18,3.82,42.00,2021-01-12
900690665,4,1000018505,3,97.50,19.00,117.00,2021-01-12
900754247,2,1000026424,2,41.67,8.33,50.00,2021-01-31
900845631,2,782308,1,64.55,6.45,71.00,2021-01-15
901081136,8,1000050200,2,781.67,156.33,938.00,2021-02-12
906244753,1,1000041930,1,8.18,0.82,9.00,2021-01-05
900464120,14,1000026420,1,71.82,7.18,79.00,2021-02-15
900697943,5,2028479001,1,33.33,6.67,40.00,2021-01-15
900926318,1,2027835003,1,28.18,2.82,31.00,2021-01-30
906654737,2,1000015048,3,1185.00,237.00,1422.00,2021-01-16
907039618,2,19719,1,40.83,8.17,49.00,2021-02-03
907289244,3,31171,1,24.17,4.83,29.00,2021-02-16
907412901,1,1000055441,2,96.67,19.33,116.00,2021-02-18
907548968,3,2036277001,1,44.17,8.83,53.00,2021-02-24
900657528,12,36201,1,2358.33,471.67,2830.00,2021-01-13
901293545,7,1000016393,1,30.00,3.00,33.00,2021-02-28
906113046,8,1000067624,2,343.33,68.67,412.00,2021-01-02
906116319,5,1000033445,1,315.00,63.00,378.00,2021-01-03
906748785,2,1000065641,1,46.36,4.64,51.00,2021-01-20
907303861,1,17589,1,322.50,64.50,387.00,2021-02-12
900580384,1,646,2,854.55,85.45,940.00,2021-01-08
900929002,5,884006,1,12.73,1.27,14.00,2021-01-29
900995118,2,19380,4,206.67,41.33,248.00,2021-02-07
901208952,1,893138,1,73.33,14.67,88.00,2021-02-23
906078775,5,55445,1,54.55,5.45,60.00,2021-01-03
906679989,6,2040688004,1,59.09,5.91,65.00,2021-01-20
900977325,1,662668,1,68.33,13.67,82.00,2021-02-04
901005383,1,1000032627,1,342.73,34.27,377.00,2021-02-08
900610937,1,1000043635,3,570.00,114.00,684.00,2021-01-09
900645769,1,103313587,1,89.09,8.91,98.00,2021-01-15
900776035,2,108305666,1,103.33,20.67,124.00,2021-01-20
901256207,18,43788,1,2239.09,223.91,2463.00,2021-02-27
906823877,3,2040081006,1,26.67,5.33,32.00,2021-01-23
906932775,7,2034094003,1,32.50,6.00,39.00,2021-01-27
900598172,7,55417,1,820.83,164.17,985.00,2021-01-09
900695625,8,2029588001,2,78.33,15.67,94.00,2021-01-13
900718311,9,2028471007,1,604.17,120.83,725.00,2021-01-17
900727344,3,2024803003,1,81.67,16.33,98.00,2021-01-20
901012874,1,1000044493,3,1215.00,243.00,1458.00,2021-02-07
906019137,3,78304,1,28.33,5.67,34.00,2021-01-01
906247224,10,1000067662,1,61.67,12.33,74.00,2021-01-05
907104650,6,1000033026,1,52.50,10.00,63.00,2021-02-07
900629984,3,1000050039,1,709.17,141.83,851.00,2021-01-11
900741345,1,1000017131,1,65.83,13.17,79.00,2021-01-20
900821972,2,1000038458,1,82.50,16.00,99.00,2021-01-26
906876131,2,1000031816,1,80.83,16.17,97.00,2021-01-29
907439035,4,2039303007,1,167.50,33.50,201.00,2021-02-22
900439071,4,25901,1,22.73,2.27,25.00,2021-02-03
900626585,1,1000048847,1,60.83,12.17,73.00,2021-01-16
900762721,1,1000050467,1,80.83,16.17,97.00,2021-01-27
900914271,8,1000013538,2,76.67,15.33,92.00,2021-02-01
901115278,1,106452945,3,682.50,136.50,819.00,2021-02-18
901217379,13,1000048754,1,58.33,11.67,70.00,2021-02-25
906448433,4,55446,1,20.83,4.17,25.00,2021-01-08
900758113,1,7000009745,1,80.83,16.17,97.00,2021-01-23
900862754,2,2028578005,1,44.17,8.83,53.00,2021-01-26
900904417,1,7000009745,1,80.83,16.17,97.00,2021-01-29
906950631,1,1000037012,3,100.91,10.09,111.00,2021-01-28
907249030,6,2036944002,1,20.00,4.00,24.00,2021-02-15
900831541,10,8000000214,1,33.33,6.67,40.00,2021-01-31
900892956,10,1000015049,1,41.82,4.18,46.00,2021-02-02
906554460,4,108298814,1,35.83,7.17,43.00,2021-01-09
906803841,2,108006480,1,47.50,9.00,57.00,2021-01-30
907093267,4,1000042246,4,1660.00,332.00,1992.00,2021-02-04
907118552,2,1000055442,2,63.33,12.67,76.00,2021-02-09
900840445,1,2486,3,50.00,10.00,60.00,2021-01-26
906639320,8,1000026133,3,122.50,24.00,147.00,2021-01-20
907303309,2,1000031144,3,837.27,83.73,921.00,2021-02-15
900744003,3,107919931,1,32.73,3.27,36.00,2021-01-20
900834285,7,2024942002,1,210.91,21.09,232.00,2021-01-31
900933350,10,107812172,1,71.67,14.33,86.00,2021-02-04
900946975,17,2028582003,1,12.00,2.00,15.00,2021-02-06
901245026,8,2024761002,2,428.33,85.67,514.00,2021-02-27
906165967,2,410827,1,86.36,8.64,95.00,2021-01-02
906697297,2,106452929,4,136.67,27.33,164.00,2021-01-20
907352013,2,19719,1,40.83,8.17,49.00,2021-02-18
907463813,9,1000028220,1,2706.67,541.33,3248.00,2021-02-21
907473391,2,2036089001,1,125.83,25.17,151.00,2021-02-23
900607449,8,1000044490,1,578.33,115.67,694.00,2021-01-11
900773584,15,55445,1,54.55,5.45,60.00,2021-01-02
900995640,2,2027125001,1,14.17,2.83,17.00,2021-02-07
901182395,2,19719,1,40.83,8.17,49.00,2021-02-20
906050386,3,34428,4,93.33,18.67,112.00,2021-01-02
906431805,2,26703,1,35.00,7.00,42.00,2021-01-11
906891445,2,55204,1,171.67,34.33,206.00,2021-02-04
906984475,7,1000046746,2,166.67,33.33,200.00,2021-02-03
907406990,5,107437034,3,259.09,25.91,285.00,2021-02-22
900738039,2,1000031237,1,419.09,41.91,461.00,2021-01-21
907439035,6,2039342003,3,77.50,15.00,93.00,2021-02-22
900550494,13,1000004755,1,3895.00,779.00,4674.00,2021-01-05
906424737,2,107437077,1,12.00,2.00,15.00,2021-01-08
907104650,4,1000032409,3,570.00,57.00,627.00,2021-02-07
900534881,7,25390,1,34.17,6.83,41.00,2021-01-05
900598173,10,1000030900,1,41.67,8.33,50.00,2021-01-09
901085463,3,25390,1,34.17,6.83,41.00,2021-02-12
900786537,2,55414,1,19.17,3.83,23.00,2021-01-22
907178726,5,1000064987,2,65.00,13.00,78.00,2021-02-11
907378567,1,107784693,1,57.50,11.00,69.00,2021-02-17
907550063,5,1000026156,3,42.50,8.00,51.00,2021-02-26
900499225,10,1000012659,1,39.17,7.83,47.00,2021-01-22
900767283,5,2025656005,1,20.00,2.00,22.00,2021-01-15
900967540,1,942092,1,81.67,16.33,98.00,2021-02-07
901030476,3,893138,1,73.33,14.67,88.00,2021-02-11
901066312,1,2033458005,1,335.83,67.17,403.00,2021-02-12
901162751,3,2028575003,1,32.73,3.27,36.00,2021-02-18
901232535,2,1000050557,2,116.67,23.33,140.00,2021-02-23
907088386,1,1000075189,1,17.00,3.00,21.00,2021-02-08
907169049,10,1000031033,1,256.67,51.33,308.00,2021-02-08
900747277,2,19719,1,40.83,8.17,49.00,2021-01-20
900747647,1,242493,1,60.00,12.00,72.00,2021-01-04
900991489,2,7000009745,1,80.83,16.17,97.00,2021-02-08
901056059,15,2027896005,1,37.50,7.00,45.00,2021-02-04
901129537,3,2028166005,1,64.17,12.83,77.00,2021-02-21
906554460,6,1000046035,1,52.50,10.00,63.00,2021-01-09
907093267,6,1000042521,1,225.83,45.17,271.00,2021-02-04
900733819,1,107891940,1,374.17,74.83,449.00,2021-01-28
900741023,2,724390,3,530.00,106.00,636.00,2021-01-19
900768378,4,2027825004,1,277.50,55.50,333.00,2021-01-19
900882379,5,1000043432,1,7.27,0.73,8.00,2021-01-29
900901555,1,1000044360,1,2.73,0.27,3.00,2021-01-28
901212431,1,1000016173,1,20.00,4.00,24.00,2021-02-24
906617688,3,26703,1,35.00,7.00,42.00,2021-01-15
907249030,4,2036921001,1,372.50,74.50,447.00,2021-02-15
900678760,14,1000049862,2,98.33,19.67,118.00,2021-01-19
900690665,6,1000025653,1,37.50,7.00,45.00,2021-01-12
900703412,2,2026286004,1,742.50,148.50,891.00,2021-01-14
906637181,5,1000038926,2,154.55,15.45,170.00,2021-01-14
907295237,2,1000049606,4,1123.33,224.67,1348.00,2021-02-17
900439975,7,1000045192,1,10.00,2.00,12.00,2021-01-18
900993388,3,20811,1,338.33,67.67,406.00,2021-02-07
906397977,9,1000043451,1,41.67,8.33,50.00,2021-01-08
906877369,3,1000026123,2,592.73,59.27,652.00,2021-01-29
907002975,2,2034336001,1,4021.82,402.18,4424.00,2021-01-31
900450318,2,1000037380,1,76.67,15.33,92.00,2021-01-08
900690187,1,1000041415,1,195.83,39.17,235.00,2021-01-17
906780886,1,1000072457,2,26.67,5.33,32.00,2021-01-22
906905917,10,2034786002,1,68.18,6.82,75.00,2021-01-26
900716649,8,1000023416,1,328.33,65.67,394.00,2021-01-15
900815209,3,103183621,2,141.67,28.33,170.00,2021-01-04
900819164,4,1000037386,1,31.67,6.33,38.00,2021-01-26
900917000,17,1000048933,1,81.67,16.33,98.00,2021-02-03
900523385,1,7000009745,2,161.67,32.33,194.00,2021-02-25
900563203,3,1000036163,1,29.17,5.83,35.00,2021-01-06
900646942,3,20704,1,83.33,16.67,100.00,2021-01-12
900993803,7,2023071008,1,40.83,8.17,49.00,2021-02-04
901022454,14,107638506,1,59.17,11.83,71.00,2021-02-07
906434407,1,7000009745,1,80.83,16.17,97.00,2021-01-17
906513293,1,1000043152,1,3724.17,744.83,4469.00,2021-01-09
900425402,12,1000038436,3,45.00,9.00,54.00,2021-01-02
900618223,1,107542985,1,122.73,12.27,135.00,2021-01-09
900637082,3,1000050615,4,105.45,10.55,116.00,2021-01-14
900651856,1,1000050262,1,231.67,46.33,278.00,2021-01-12
900659818,1,107947181,1,2653.33,530.67,3184.00,2021-01-13
900805701,3,2024961001,1,171.67,34.33,206.00,2021-01-21
901096995,13,1000016412,1,2980.91,298.09,3279.00,2021-02-18
906679989,4,2040531002,1,34.17,6.83,41.00,2021-01-20
907586022,1,1000041095,2,136.67,27.33,164.00,2021-02-25
900412698,4,1000036137,2,121.67,24.33,146.00,2021-01-05
900460999,2,7000009745,3,242.50,48.50,291.00,2021-01-04
900968316,3,2026272001,3,3722.73,372.27,4095.00,2021-02-03
901053505,3,2025422003,1,278.33,55.67,334.00,2021-02-09
901121861,1,1000033079,1,364.17,72.83,437.00,2021-02-20
901206032,5,55417,1,820.83,164.17,985.00,2021-02-26
906546929,2,2040414004,1,69.17,13.83,83.00,2021-01-13
906637182,12,2038174004,1,35.45,3.55,39.00,2021-01-14
907361215,1,1000024213,1,80.00,8.00,88.00,2021-02-18
900588411,1,19372,1,320.91,32.09,353.00,2021-01-07
901222409,3,1000043410,1,1630.91,163.09,1794.00,2021-02-21
907486452,13,2038862001,1,291.67,58.33,350.00,2021-02-25
900716649,5,1000023247,1,34.17,6.83,41.00,2021-01-15
900719580,9,2028306001,1,14.55,1.45,16.00,2021-01-21
900896356,10,43788,2,4478.18,447.82,4926.00,2021-01-29
900940865,13,1000043173,1,370.83,74.17,445.00,2021-02-01
901096724,2,18317,1,30.83,6.17,37.00,2021-02-12
901288744,10,70245,1,263.33,52.67,316.00,2021-02-28
906667444,1,32204,1,65.45,6.55,72.00,2021-01-17
907165987,10,2037329001,1,89.09,8.91,98.00,2021-02-15
900973350,5,1000029729,1,45.83,9.17,55.00,2021-02-03
901247264,11,2028317003,1,330.00,66.00,396.00,2021-02-28
906673951,10,2036041001,1,40.00,8.00,48.00,2021-01-20
906730951,3,2031591001,4,181.82,18.18,200.00,2021-01-21
907116411,4,17657,2,53.33,10.67,64.00,2021-02-10
907158471,4,2039176003,2,51.67,10.33,62.00,2021-02-10
907190575,2,1000024935,1,61.67,12.33,74.00,2021-02-11
900754410,1,350955,1,368.18,36.82,405.00,2021-01-16
906943839,2,1000033667,1,55.00,11.00,66.00,2021-02-01
900488995,3,7000009745,1,80.83,16.17,97.00,2021-01-10
900888376,1,107774735,1,33.64,3.36,37.00,2021-01-27
906098676,2,478020,1,634.17,126.83,761.00,2021-01-02
906741683,1,30388,1,67.27,6.73,74.00,2021-01-20
906884259,13,1000039063,1,21.67,4.33,26.00,2021-01-28
906906782,3,1000054561,1,127.27,12.73,140.00,2021-01-31
900950365,6,2027910006,2,58.33,11.67,70.00,2021-02-04
901144575,1,2026951002,1,50.91,5.09,56.00,2021-02-16
901206032,8,70245,1,263.33,52.67,316.00,2021-02-26
905928913,3,1000074165,1,71.67,14.33,86.00,2021-01-03
906147862,1,106214584,3,210.00,21.00,231.00,2021-01-02
906305903,1,2036548002,1,133.64,13.36,147.00,2021-01-07
900901532,13,1000038243,1,30.83,6.17,37.00,2021-02-02
901064332,1,1000002401,1,35.00,7.00,42.00,2021-02-10
901199475,3,19380,3,155.00,31.00,186.00,2021-02-21
901274157,1,8178,1,34.17,6.83,41.00,2021-02-25
901288363,10,8000000214,1,33.33,6.67,40.00,2021-02-28
906230174,2,108305682,1,32.73,3.27,36.00,2021-01-04
907093612,1,1000068365,1,80.91,8.09,89.00,2021-02-09
907141182,7,1000008200,1,453.33,90.67,544.00,2021-02-07
907397780,4,2028040002,4,1509.09,150.91,1660.00,2021-02-18
901259577,2,107638442,1,22.00,4.00,27.00,2021-02-26
901259578,1,1000030894,1,28.33,5.67,34.00,2021-02-26
906360171,2,1000071071,1,152.73,15.27,168.00,2021-01-08
906847320,2,32204,1,65.45,6.55,72.00,2021-01-25
907105709,18,136394,1,41.67,8.33,50.00,2021-02-02
907258881,6,2037383002,1,62.50,12.00,75.00,2021-02-12
900796507,2,20776,1,9.17,1.83,11.00,2021-01-04
900893812,2,107892619,1,68.18,6.82,75.00,2021-01-28
906605862,7,1000058159,1,14.17,2.83,17.00,2021-01-14
907000253,2,25938,1,290.00,58.00,348.00,2021-01-30
907267766,1,1000033667,1,55.00,11.00,66.00,2021-02-13
907449911,2,1000014377,1,140.91,14.09,155.00,2021-02-22
900631814,2,817851,1,16.67,3.33,20.00,2021-01-16
907043018,4,2039292003,1,5.83,1.17,7.00,2021-02-02
907147025,9,2036067002,1,42.73,4.27,47.00,2021-02-09
907196835,2,1000027284,3,112.50,22.00,135.00,2021-02-10
900726563,7,107632104,4,173.33,34.67,208.00,2021-01-18
907494663,1,893138,1,73.33,14.67,88.00,2021-02-22
900607449,5,1000044484,2,461.82,46.18,508.00,2021-01-11
900773584,2,8178,1,34.17,6.83,41.00,2021-01-02
900985087,1,43653,3,60.00,12.00,72.00,2021-02-09
906144486,1,1000044159,1,414.17,82.83,497.00,2021-01-04
906610654,3,43653,1,20.00,4.00,24.00,2021-01-12
907039880,3,2038894003,1,18.33,3.67,22.00,2021-02-02
907252215,13,1000076893,1,81.67,16.33,98.00,2021-02-16
900821352,3,1000021832,1,252.50,50.50,303.00,2021-01-24
900898355,2,2023188001,1,3786.67,757.33,4544.00,2021-01-31
901032913,2,17621,3,45.00,9.00,54.00,2021-02-15
906663609,5,1000043978,1,44.17,8.83,53.00,2021-01-22
907037002,1,107947245,1,32.50,6.00,39.00,2021-02-01
907255274,1,1000038231,1,61.67,12.33,74.00,2021-02-12
907311678,2,106915727,1,500.83,100.17,601.00,2021-02-16
900950364,2,1000024739,3,710.00,142.00,852.00,2021-02-04
900959749,1,7000009745,1,80.83,16.17,97.00,2021-02-21
901056059,2,1000033332,1,155.00,31.00,186.00,2021-02-04
901067859,2,43653,3,60.00,12.00,72.00,2021-02-13
907504463,1,2034192004,1,69.17,13.83,83.00,2021-02-24
900767283,8,2025660006,4,2663.33,532.67,3196.00,2021-01-15
900993680,7,2025791006,1,61.82,6.18,68.00,2021-02-07
900541856,4,108254125,1,4138.33,827.67,4966.00,2021-01-04
900624522,2,1000013530,1,161.67,32.33,194.00,2021-01-08
900715749,1,1000046391,1,35.00,7.00,42.00,2021-01-15
907178726,8,1000065152,1,5.00,1.00,6.00,2021-02-11
900884590,9,2028858002,2,55.00,11.00,66.00,2021-02-06
900914271,5,1000013524,1,54.55,5.45,60.00,2021-02-01
900918846,2,1000034117,1,20.83,4.17,25.00,2021-01-31
900961236,2,2032499002,1,80.00,16.00,96.00,2021-02-04
901108123,10,1000025093,1,16.67,3.33,20.00,2021-02-13
907037836,1,106545711,1,18.33,3.67,22.00,2021-02-03
901144628,16,1000050726,1,219.17,43.83,263.00,2021-02-23
906187166,2,1000032605,1,3.33,0.67,4.00,2021-01-04
906489711,12,2039294003,1,21.67,4.33,26.00,2021-01-11
906716812,1,7000009745,1,80.83,16.17,97.00,2021-01-20
900695625,5,2029527002,2,7306.67,1461.33,8768.00,2021-01-13
900901156,13,1000021892,3,1230.00,123.00,1353.00,2021-01-30
901118238,1,1000044087,3,82.50,16.00,99.00,2021-02-15
906376252,1,1000022507,1,48.33,9.67,58.00,2021-01-07
906955597,10,2036940001,1,1284.17,256.83,1541.00,2021-01-31
907194095,2,20706,1,10.91,1.09,12.00,2021-02-10
907487337,10,1000039828,2,95.00,19.00,114.00,2021-02-23
900663390,1,7000009745,1,80.83,16.17,97.00,2021-01-11
900694744,7,2029422004,1,67.27,6.73,74.00,2021-01-14
900789301,1,2025167002,1,33.64,3.36,37.00,2021-01-24
900940864,1,1000015357,1,31.82,3.18,35.00,2021-01-28
901139956,4,2026918006,1,14.17,2.83,17.00,2021-02-17
907082193,1,893138,1,73.33,14.67,88.00,2021-02-03
907110276,2,1000074570,3,115.00,23.00,138.00,2021-02-12
907292650,1,102738575,1,1065.83,213.17,1279.00,2021-02-16
907589941,2,108000846,1,2676.67,535.33,3212.00,2021-02-26
900522742,1,2026806007,1,42.50,8.00,51.00,2021-01-04
900601725,2,2027987001,1,13.33,2.67,16.00,2021-01-07
900674477,3,20404,1,3416.67,683.33,4100.00,2021-01-12
900678309,2,108144436,1,636.67,127.33,764.00,2021-01-14
900922180,1,2028521001,1,5.00,1.00,6.00,2021-02-02
901196948,1,106813798,1,29.17,5.83,35.00,2021-02-21
901245026,5,2022785002,1,3760.00,752.00,4512.00,2021-02-27
906068587,10,2035973002,1,120.00,24.00,144.00,2021-01-02
907274981,3,1000075968,1,62.50,12.00,75.00,2021-02-13
900838415,2,986212,1,605.45,60.55,666.00,2021-01-04
901006635,1,2024952003,1,62.50,12.00,75.00,2021-02-03
901155451,2,25390,1,34.17,6.83,41.00,2021-02-18
901186617,1,662670,1,475.45,47.55,523.00,2021-02-20
906226987,4,2035970002,1,15.83,3.17,19.00,2021-01-06
906639320,5,1000024919,1,20.00,4.00,24.00,2021-01-20
906778678,14,2036012003,1,70.00,14.00,84.00,2021-01-23
900523377,1,31171,1,24.17,4.83,29.00,2021-02-23
900540934,3,19380,3,155.00,31.00,186.00,2021-01-16
900708433,1,7000009745,2,161.67,32.33,194.00,2021-01-18
900770956,2,16951,1,21.67,4.33,26.00,2021-01-20
